@RELATION training_keyboard

@ATTRIBUTE positionX NUMERIC
@ATTRIBUTE positionY NUMERIC
@ATTRIBUTE numGhosts NUMERIC
@ATTRIBUTE alive1 {True, False}
@ATTRIBUTE alive2 {True, False}
@ATTRIBUTE alive3 {True, False}
@ATTRIBUTE alive4 {True, False}
@ATTRIBUTE position1X NUMERIC
@ATTRIBUTE position1Y NUMERIC
@ATTRIBUTE position2X NUMERIC
@ATTRIBUTE position2Y NUMERIC
@ATTRIBUTE position3X NUMERIC
@ATTRIBUTE position3Y NUMERIC
@ATTRIBUTE position4X NUMERIC
@ATTRIBUTE position4Y NUMERIC
@ATTRIBUTE distance1 NUMERIC
@ATTRIBUTE distance2 NUMERIC
@ATTRIBUTE distance3 NUMERIC
@ATTRIBUTE distance4 NUMERIC
@ATTRIBUTE distanceNearestFood NUMERIC
@ATTRIBUTE actualScore NUMERIC
@ATTRIBUTE foodCount NUMERIC
@ATTRIBUTE movement {Stop, South, East, West, North}
@ATTRIBUTE nextScore NUMERIC
@ATTRIBUTE nextNumGhost NUMERIC
@ATTRIBUTE nextFoodCount NUMERIC

@data
4,6,4,True,True,True,True,5,9,11,3,17,6,25,13,4,10,13,28,-1,-18,0,East,-19,4,0
5,6,4,True,True,True,True,5,9,11,3,17,6,25,13,3,9,12,27,-1,-19,0,East,-20,4,0
5,7,4,True,True,True,True,5,9,11,3,17,6,25,13,2,10,13,26,-1,-20,0,North,-21,4,0
5,8,4,True,True,True,True,5,9,11,3,17,6,25,13,1,11,14,25,-1,-21,0,North,178,3,0
5,9,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,12,15,24,-1,178,0,North,177,3,0
5,8,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,11,14,25,-1,177,0,South,176,3,0
5,7,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,10,13,26,-1,176,0,South,175,3,0
5,6,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,9,12,27,-1,175,0,South,174,3,0
5,5,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,8,13,28,-1,174,0,South,173,3,0
5,4,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,7,14,29,-1,173,0,South,172,3,0
5,3,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,6,15,30,-1,172,0,South,171,3,0
6,3,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,5,14,29,-1,171,0,East,170,3,0
7,3,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,4,13,28,-1,170,0,East,169,3,0
8,3,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,3,12,27,-1,169,0,East,168,3,0
9,3,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,2,11,26,-1,168,0,East,167,3,0
10,3,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,1,10,25,-1,167,0,East,366,2,0
11,3,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,9,24,-1,366,0,East,365,2,0
11,4,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,8,23,-1,365,0,North,364,2,0
11,5,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,7,22,-1,364,0,North,363,2,0
11,6,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,6,21,-1,363,0,North,362,2,0
11,7,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,7,20,-1,362,0,North,361,2,0
11,8,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,8,19,-1,361,0,North,360,2,0
11,9,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,9,18,-1,360,0,North,359,2,0
11,10,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,10,17,-1,359,0,North,358,2,0
11,11,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,11,16,-1,358,0,North,357,2,0
11,12,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,12,15,-1,357,0,North,356,2,0
11,12,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,12,15,-1,356,0,North,355,2,0
12,12,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,11,14,-1,355,0,East,354,2,0
13,12,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,10,13,-1,354,0,East,353,2,0
14,12,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,9,12,-1,353,0,East,352,2,0
14,11,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,8,13,-1,352,0,South,351,2,0
14,10,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,7,14,-1,351,0,South,350,2,0
14,9,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,6,15,-1,350,0,South,349,2,0
14,8,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,5,16,-1,349,0,South,348,2,0
14,7,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,4,17,-1,348,0,South,347,2,0
14,6,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,3,18,-1,347,0,South,346,2,0
15,6,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,2,17,-1,346,0,East,345,2,0
16,6,2,False,False,True,True,1,1,3,1,17,6,25,13,-1,-1,1,16,-1,345,0,East,544,1,0
17,6,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,15,-1,544,0,East,543,1,0
16,6,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,16,-1,543,0,West,542,1,0
15,6,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,17,-1,542,0,West,541,1,0
14,6,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,18,-1,541,0,West,540,1,0
13,6,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,19,-1,540,0,West,539,1,0
13,6,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,19,-1,539,0,West,538,1,0
13,6,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,19,-1,538,0,West,537,1,0
13,6,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,19,-1,537,0,West,536,1,0
13,7,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,18,-1,536,0,North,535,1,0
13,8,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,17,-1,535,0,North,534,1,0
13,9,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,16,-1,534,0,North,533,1,0
13,10,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,15,-1,533,0,North,532,1,0
13,11,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,14,-1,532,0,North,531,1,0
13,12,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,13,-1,531,0,North,530,1,0
14,12,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,12,-1,530,0,East,529,1,0
15,12,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,11,-1,529,0,East,528,1,0
16,12,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,10,-1,528,0,East,527,1,0
17,12,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,9,-1,527,0,East,526,1,0
18,12,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,8,-1,526,0,East,525,1,0
19,12,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,7,-1,525,0,East,524,1,0
20,12,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,6,-1,524,0,East,523,1,0
20,13,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,5,-1,523,0,North,522,1,0
20,14,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,6,-1,522,0,North,521,1,0
20,15,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,7,-1,521,0,North,520,1,0
21,15,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,6,-1,520,0,East,519,1,0
22,15,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,5,-1,519,0,East,518,1,0
23,15,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,4,-1,518,0,East,517,1,0
24,15,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,3,-1,517,0,East,516,1,0
24,14,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,2,-1,516,0,South,515,1,0
24,14,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,2,-1,515,0,South,514,1,0
25,14,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,1,-1,514,0,East,513,1,0
25,14,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,1,-1,513,0,East,712,0,0
25,13,0,False,False,False,False,1,1,3,1,5,1,25,13,-1,-1,-1,-1,-1,712,0,South,712,0,0
